time,N,E,heading
746.4366972446442,1405.0650339653912,374.81959955169583,16.4
747.376846075058,1408.7763664502313,375.8671339975046,16.5
749.1763029098511,1416.384607473623,377.85740220074376,16.9
750.1267862319946,1419.9103564276732,378.90494155369,17.0
751.9471650123596,1427.5185859104567,380.99997835566717,17.3
752.8763310909271,1431.2298883828162,381.94271136179736,17.4
754.6966950893402,1438.652557211149,384.037753730383,17.6
755.6275269985199,1442.5494449011824,384.9804713182401,17.7
757.4566440582275,1449.9721153055239,387.07550307279917,17.9
758.387234210968,1453.6834737049494,388.12302234582825,18.0
760.1767611503601,1461.2917402678543,390.3228170134006,18.2
761.1285610198975,1465.0030862399337,391.4751087589907,18.2
762.9363679885864,1472.4258022368763,393.7796925233645,18.3
763.896810054779,1476.322711377665,394.931961592873,18.3
765.686585187912,1483.7454200752377,397.1317500259672,18.324478600722074
766.6164209842682,1487.6423439787893,398.17923589717077,18.4
768.4263610839844,1495.0650314061913,400.37900694396154,18.4
769.3773939609528,1498.7764038847213,401.5312875332777,18.5
771.2064681053162,1506.384665093839,403.83581311417123,18.6
772.116602897644,1510.2815772667439,404.9880642697378,18.6
773.9300630092621,1517.8898642257052,407.29258410427224,18.78565508371639
774.8863770961761,1521.601225086874,408.54962917328214,18.8
776.6878819465637,1529.2095143479523,410.8541368977552,19.0
777.6262600421906,1532.92085232736,412.1111692426575,19.1
779.4472200870514,1540.3435432648253,414.5204516855664,19.3
780.3806810379028,1544.2404684379749,415.77746640971094,19.4
782.1867489814758,1551.6632056522917,418.39630663969643,19.6
783.1166729927063,1555.5601076205883,419.6533080701704,19.7
784.948814868927,1563.1684093362742,422.2721168865417,20.0
785.8770370483398,1567.065336811679,423.5291180785674,20.2
787.6877250671387,1574.673690349582,426.1479265487393,20.6
788.6564359664917,1578.5706293968658,427.50970227266146,20.8
790.4292411804199,1586.3644985002497,430.12846532630476,21.3
791.416296005249,1590.0759265272268,431.4902657013944,21.5
792.2689218521118,1593.9728778537956,432.956812788074,21.7
793.177973985672,1597.8698443086869,434.31858323098106,21.9
794.1866629123688,1601.7667715803195,435.78511837263386,22.1
794.9970350265503,1605.6637139120335,437.14687705796143,22.3
795.9089410305023,1609.5606672288864,438.61341384242553,22.4
796.9183309078217,1613.2720588660063,440.07996673400635,22.6
797.7468109130859,1617.1689772525467,441.44171107966156,22.7
798.687952041626,1620.8803698232236,442.9082589800108,22.9
799.6882820129395,1624.777299631843,444.37477851947324,23.0
800.5169820785522,1628.6742553629176,445.8413023649465,23.1
801.4463970661163,1632.3856601643486,447.4126226077773,23.2
803.2571401596069,1639.9940228976855,450.4504560905443,23.5
804.2097659111023,1643.890954990357,451.91696231490016,23.6
806.018373966217,1651.499305908058,455.05955227202173,23.7
806.9843699932098,1655.210714038763,456.63085638791574,23.8
808.7965040206909,1662.819068182594,459.7734298327084,24.1
809.7062709331512,1666.7160402041154,461.34470619456886,24.27416079196909
810.696631193161,1670.427450621716,462.91599944894284,24.4
811.5069582462311,1674.3244349807335,464.5920492283209,24.6
812.4372591972351,1678.0358466083694,466.16333697443474,24.7
814.2768468856812,1685.829796014598,469.3058644920968,25.0
815.2069058418274,1689.7267451121156,470.8771166705467,25.1
817.016606092453,1697.335173724926,474.12443328702955,25.369440100324578
817.9465570449829,1701.232151109816,475.6956843752547,25.5
819.7781682014465,1708.840530160534,478.9429691510496,25.7
820.7187230587006,1712.5519317835829,480.6190027412173,25.8
822.5271010398865,1720.1603527987902,483.97105574414434,26.1
823.4564790725708,1724.0573454071218,485.6470675226625,26.2
825.267480134964,1731.4802082081428,488.99912371247603,26.4
826.198165178299,1735.1916134037115,490.67513985068194,26.5
828.027027130127,1742.8001361095012,494.1319583437943,26.877595337398347
828.9644560813904,1746.511609947893,495.9127584785249,27.0
830.7679970264435,1754.120106942564,499.5790978007358,27.3
831.716863155365,1758.0171025158943,501.46462874981296,27.4
833.5468220710754,1765.625576808316,505.1309408882553,27.7
834.4668490886688,1769.3370279391688,506.91171460214815,27.9
836.2680342197418,1776.9455069324736,510.57800771068116,28.3
837.2178430557251,1780.8425504896854,512.3587583692225,28.5
839.0266001224518,1788.265403615246,515.9202619361414,28.9
839.9747619628906,1791.9768186843542,517.596232946752,29.1
841.76659989357,1799.399744443661,521.2625104310778,29.6
842.7165279388428,1803.111243060419,523.1480406101668,29.8
